editor_name,base_form,path_texture,pseudo_path,name_nif
CaveGRoomCorner03c,00026C0F,Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner03c.nif,dungeons/caves/green/smallroom/cavegroomcorner03c.nif,cavegroomcorner03c
CaveGRoomCorner02c,00026C10,Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner02c.nif,dungeons/caves/green/smallroom/cavegroomcorner02c.nif,cavegroomcorner02c
CaveGRoomCorner01c,00026C11,Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner01c.nif,dungeons/caves/green/smallroom/cavegroomcorner01c.nif,cavegroomcorner01c
CaveGRoomWall04c,00026C12,Dungeons\Caves\Green\SmallRoom\CaveGRoomWall04c.nif,dungeons/caves/green/smallroom/cavegroomwall04c.nif,cavegroomwall04c
CaveGRoomWall03c,00026C13,Dungeons\Caves\Green\SmallRoom\CaveGRoomWall03c.nif,dungeons/caves/green/smallroom/cavegroomwall03c.nif,cavegroomwall03c
CaveGRoomWall02c,00026C14,Dungeons\Caves\Green\SmallRoom\CaveGRoomWall02c.nif,dungeons/caves/green/smallroom/cavegroomwall02c.nif,cavegroomwall02c
CaveGRoomWall01c,00026C15,Dungeons\Caves\Green\SmallRoom\CaveGRoomWall01c.nif,dungeons/caves/green/smallroom/cavegroomwall01c.nif,cavegroomwall01c
NorRmShaftMidStairGroundSup01,00026E5A,Dungeons\Nordic\Shafts\NorRmShaftMidStairGroundSup01.nif,dungeons/nordic/shafts/norrmshaftmidstairgroundsup01.nif,norrmshaftmidstairgroundsup01
NorRmShaftMidStairBot01,00026E5B,Dungeons\Nordic\Shafts\NorRmShaftMidStairBot01.nif,dungeons/nordic/shafts/norrmshaftmidstairbot01.nif,norrmshaftmidstairbot01
NorRmShaftMidStairDeck01,00026E5C,Dungeons\Nordic\Shafts\NorRmShaftMidStairDeck01.nif,dungeons/nordic/shafts/norrmshaftmidstairdeck01.nif,norrmshaftmidstairdeck01
NorRmShaftMidStairDeck02,00026E5D,Dungeons\Nordic\Shafts\NorRmShaftMidStairDeck02.nif,dungeons/nordic/shafts/norrmshaftmidstairdeck02.nif,norrmshaftmidstairdeck02
NorRmShaftMidStair01,00026E5E,Dungeons\Nordic\Shafts\NorRmShaftMidStair01.nif,dungeons/nordic/shafts/norrmshaftmidstair01.nif,norrmshaftmidstair01
NorRmShaftMidStairTop01,00026E5F,Dungeons\Nordic\Shafts\NorRmShaftMidStairTop01.nif,dungeons/nordic/shafts/norrmshaftmidstairtop01.nif,norrmshaftmidstairtop01
NorRmShaftMidCapBot01,00026E60,Dungeons\Nordic\Shafts\NorRmShaftMidCapBot01.nif,dungeons/nordic/shafts/norrmshaftmidcapbot01.nif,norrmshaftmidcapbot01
NorRmShaftMidCapTop01,00026E61,Dungeons\Nordic\Shafts\NorRmShaftMidCapTop01.nif,dungeons/nordic/shafts/norrmshaftmidcaptop01.nif,norrmshaftmidcaptop01
NorRmShaftMidExSm01,00026E62,Dungeons\Nordic\Shafts\NorRmShaftMidExSm01.nif,dungeons/nordic/shafts/norrmshaftmidexsm01.nif,norrmshaftmidexsm01
NorTmpHallBg1wayWall02a,00026E76,Dungeons\Nordic\Temple\BgHalls\NorTmpHallBg1wayWall02a.nif,dungeons/nordic/temple/bghalls/nortmphallbg1waywall02a.nif,nortmphallbg1waywall02a
NorTmpHallBg1wayWall02aSnow,00026E77,Dungeons\Nordic\Temple\BgHalls\NorTmpHallBg1wayWall02a.nif,dungeons/nordic/temple/bghalls/nortmphallbg1waywall02a.nif,nortmphallbg1waywall02a
NorTmpExtPlatStairMid01,00026F74,Dungeons\Nordic\Exterior\NorTmpExtPlatStairMid01.nif,dungeons/nordic/exterior/nortmpextplatstairmid01.nif,nortmpextplatstairmid01
NorTmpExtPlatStairCapR01,00026F75,Dungeons\Nordic\Exterior\NorTmpExtPlatStairCapR01.nif,dungeons/nordic/exterior/nortmpextplatstaircapr01.nif,nortmpextplatstaircapr01
NorTmpExtPlatStairCapL01,00026F76,Dungeons\Nordic\Exterior\NorTmpExtPlatStairCapL01.nif,dungeons/nordic/exterior/nortmpextplatstaircapl01.nif,nortmpextplatstaircapl01
NorTmpExtPlatMid01,00026F77,Dungeons\Nordic\Exterior\NorTmpExtPlatMid01.nif,dungeons/nordic/exterior/nortmpextplatmid01.nif,nortmpextplatmid01
NorTmpExtPlatMid02,00026F78,Dungeons\Nordic\Exterior\NorTmpExtPlatMid02.nif,dungeons/nordic/exterior/nortmpextplatmid02.nif,nortmpextplatmid02
NorTmpExtPlatCorIn01,00026F79,Dungeons\Nordic\Exterior\NorTmpExtPlatCorIn01.nif,dungeons/nordic/exterior/nortmpextplatcorin01.nif,nortmpextplatcorin01
NorTmpExtPlatCorDblEnd01,00026F7A,Dungeons\Nordic\Exterior\NorTmpExtPlatCorDblEnd01.nif,dungeons/nordic/exterior/nortmpextplatcordblend01.nif,nortmpextplatcordblend01
NorTmpExtPlatCorOut01,00026F7B,Dungeons\Nordic\Exterior\NorTmpExtPlatCorOut01.nif,dungeons/nordic/exterior/nortmpextplatcorout01.nif,nortmpextplatcorout01
NorTmpExtPlatWall02,00026F7C,Dungeons\Nordic\Exterior\NorTmpExtPlatWall02.nif,dungeons/nordic/exterior/nortmpextplatwall02.nif,nortmpextplatwall02
NorTmpExtPlatWall01,00026F7D,Dungeons\Nordic\Exterior\NorTmpExtPlatWall01.nif,dungeons/nordic/exterior/nortmpextplatwall01.nif,nortmpextplatwall01
NorTmpExtPlatStairMid02,00026F98,Dungeons\Nordic\Exterior\NorTmpExtPlatStairMid02.nif,dungeons/nordic/exterior/nortmpextplatstairmid02.nif,nortmpextplatstairmid02
NorTmpExtPlatCorDblEnd01Snow,00026FA0,Dungeons\Nordic\Exterior\NorTmpExtPlatCorDblEnd01.nif,dungeons/nordic/exterior/nortmpextplatcordblend01.nif,nortmpextplatcordblend01
NorTempleExterior01Snow,00026FA1,Dungeons\Nordic\Exterior\NorTempleExterior01.nif,dungeons/nordic/exterior/nortempleexterior01.nif,nortempleexterior01
ShipLargeKatariahInside01,00026FC2,Dungeons\Ship\ShipLargeKatariahInside01.nif,dungeons/ship/shiplargekatariahinside01.nif,shiplargekatariahinside01
NorTempleExteriorRibFree07,00026FC3,Dungeons\Nordic\Exterior\NorTempleExteriorRibFree07.nif,dungeons/nordic/exterior/nortempleexteriorribfree07.nif,nortempleexteriorribfree07
NorTempleExteriorRibFree04,00026FC8,Dungeons\Nordic\Exterior\NorTempleExteriorRibFree04.nif,dungeons/nordic/exterior/nortempleexteriorribfree04.nif,nortempleexteriorribfree04
NorTempleExteriorRibFree01Snow,00026FCA,Dungeons\Nordic\Exterior\NorTempleExteriorRibFree01.nif,dungeons/nordic/exterior/nortempleexteriorribfree01.nif,nortempleexteriorribfree01
NorTempleExteriorRibFree02Snow,00026FCB,Dungeons\Nordic\Exterior\NorTempleExteriorRibFree02.nif,dungeons/nordic/exterior/nortempleexteriorribfree02.nif,nortempleexteriorribfree02
NorTempleExteriorRib01Snow,00026FCC,Dungeons\Nordic\Exterior\NorTempleExteriorRib01.nif,dungeons/nordic/exterior/nortempleexteriorrib01.nif,nortempleexteriorrib01
NorTempleExteriorRibFree05Snow,00026FCD,Dungeons\Nordic\Exterior\NorTempleExteriorRibFree05.nif,dungeons/nordic/exterior/nortempleexteriorribfree05.nif,nortempleexteriorribfree05
NorTempleExteriorRibFree04Snow,00026FCE,Dungeons\Nordic\Exterior\NorTempleExteriorRibFree04.nif,dungeons/nordic/exterior/nortempleexteriorribfree04.nif,nortempleexteriorribfree04
NorTempleExteriorRibFree06Snow,00026FCF,Dungeons\Nordic\Exterior\NorTempleExteriorRibFree06.nif,dungeons/nordic/exterior/nortempleexteriorribfree06.nif,nortempleexteriorribfree06
NorTempleExteriorRibFree07Snow,00026FD0,Dungeons\Nordic\Exterior\NorTempleExteriorRibFree07.nif,dungeons/nordic/exterior/nortempleexteriorribfree07.nif,nortempleexteriorribfree07
NorTmpExtPlatCorIn01Snow,00026FD1,Dungeons\Nordic\Exterior\NorTmpExtPlatCorIn01.nif,dungeons/nordic/exterior/nortmpextplatcorin01.nif,nortmpextplatcorin01
NorTmpExtPlatCorOut01Snow,00026FD2,Dungeons\Nordic\Exterior\NorTmpExtPlatCorOut01.nif,dungeons/nordic/exterior/nortmpextplatcorout01.nif,nortmpextplatcorout01
NorTmpExtPlatMid01Snow,00026FD3,Dungeons\Nordic\Exterior\NorTmpExtPlatMid01.nif,dungeons/nordic/exterior/nortmpextplatmid01.nif,nortmpextplatmid01
NorTmpExtPlatMid02Snow,00026FD4,Dungeons\Nordic\Exterior\NorTmpExtPlatMid02.nif,dungeons/nordic/exterior/nortmpextplatmid02.nif,nortmpextplatmid02
NorTmpExtPlatStairCapL01Snow,00026FD5,Dungeons\Nordic\Exterior\NorTmpExtPlatStairCapL01.nif,dungeons/nordic/exterior/nortmpextplatstaircapl01.nif,nortmpextplatstaircapl01
NorTmpExtPlatStairCapR01snow,00026FD6,Dungeons\Nordic\Exterior\NorTmpExtPlatStairCapR01.nif,dungeons/nordic/exterior/nortmpextplatstaircapr01.nif,nortmpextplatstaircapr01
NorTmpExtPlatStairMid01Snow,00026FD7,Dungeons\Nordic\Exterior\NorTmpExtPlatStairMid01.nif,dungeons/nordic/exterior/nortmpextplatstairmid01.nif,nortmpextplatstairmid01
NorTmpExtPlatStairMid02Light_SN,00026FD8,Dungeons\Nordic\Exterior\NorTmpExtPlatStairMid02.nif,dungeons/nordic/exterior/nortmpextplatstairmid02.nif,nortmpextplatstairmid02
NorTmpExtPlatWall01Snow,00026FD9,Dungeons\Nordic\Exterior\NorTmpExtPlatWall01.nif,dungeons/nordic/exterior/nortmpextplatwall01.nif,nortmpextplatwall01
NorTmpExtPlatWall02Snow,00026FDA,Dungeons\Nordic\Exterior\NorTmpExtPlatWall02.nif,dungeons/nordic/exterior/nortmpextplatwall02.nif,nortmpextplatwall02
NorTempleExteriorRibFree03Snow,00026FDD,Dungeons\Nordic\Exterior\NorTempleExteriorRibFree03.nif,dungeons/nordic/exterior/nortempleexteriorribfree03.nif,nortempleexteriorribfree03
NorTempleExterior01Base,00026FDE,Dungeons\Nordic\Exterior\NorTempleExterior01Base.nif,dungeons/nordic/exterior/nortempleexterior01base.nif,nortempleexterior01base
NorTempleExterior01BaseSnow,00026FDF,Dungeons\Nordic\Exterior\NorTempleExterior01Base.nif,dungeons/nordic/exterior/nortempleexterior01base.nif,nortempleexterior01base
NorTempleExteriorRib01Base,00026FE0,Dungeons\Nordic\Exterior\NorTempleExteriorRib01Base.nif,dungeons/nordic/exterior/nortempleexteriorrib01base.nif,nortempleexteriorrib01base
NorTempleExteriorRib01BaseSnow,00026FE1,Dungeons\Nordic\Exterior\NorTempleExteriorRib01Base.nif,dungeons/nordic/exterior/nortempleexteriorrib01base.nif,nortempleexteriorrib01base
RoadCurve90R01,00027007,Landscape\Roads\RoadCurve90R01.nif,landscape/roads/roadcurve90r01.nif,roadcurve90r01
BarCornerIn01,0002702A,Clutter\BarSet\BarCornerIn01.nif,clutter/barset/barcornerin01.nif,barcornerin01
BarCornerOut01,0002702B,Clutter\BarSet\BarCornerOut01.nif,clutter/barset/barcornerout01.nif,barcornerout01
BarLeft01,0002702C,Clutter\BarSet\BarLeft01.nif,clutter/barset/barleft01.nif,barleft01
BarRight01,0002702D,Clutter\BarSet\BarRight01.nif,clutter/barset/barright01.nif,barright01
BarStraight01,0002702E,Clutter\BarSet\BarStraight01.nif,clutter/barset/barstraight01.nif,barstraight01
RockPileL02,00027034,Landscape\Rocks\RockPileL02.nif,landscape/rocks/rockpilel02.nif,rockpilel02
SkyrimCloudShape06_O_50,00027289,Sky\CloudShape06_O_50.nif,sky/cloudshape06_o_50.nif,cloudshape06_o_50
SkyrimCloudShape06_O_25,00027299,Sky\CloudShape06_O_25.nif,sky/cloudshape06_o_25.nif,cloudshape06_o_25
SkyrimCloudShape06_O,000272A6,Sky\CloudShape06_O.nif,sky/cloudshape06_o.nif,cloudshape06_o
SkyrimCloudShape06_50,000272A8,Sky\CloudShape06_50.nif,sky/cloudshape06_50.nif,cloudshape06_50
SkyrimCloudShape06_25,000272AD,Sky\CloudShape06_25.nif,sky/cloudshape06_25.nif,cloudshape06_25
SkyrimCloudShape06,000272AE,Sky\CloudShape06.nif,sky/cloudshape06.nif,cloudshape06
SkyrimCloudShape05_O_50,000272AF,Sky\CloudShape05_O_50.nif,sky/cloudshape05_o_50.nif,cloudshape05_o_50
SkyrimCloudShape05_O_25,000272B0,Sky\CloudShape05_O_25.nif,sky/cloudshape05_o_25.nif,cloudshape05_o_25
SkyrimCloudShape05_O,000272B1,Sky\CloudShape05_O.nif,sky/cloudshape05_o.nif,cloudshape05_o
SkyrimCloudShape05_50,000272B2,Sky\CloudShape05_50.nif,sky/cloudshape05_50.nif,cloudshape05_50
SkyrimCloudShape05_25,000272B3,Sky\CloudShape05_25.nif,sky/cloudshape05_25.nif,cloudshape05_25
SkyrimCloudShape05,000272C4,Sky\CloudShape05.nif,sky/cloudshape05.nif,cloudshape05
SkyrimCloudShape04_O_50,000272CC,Sky\CloudShape04_O_50.nif,sky/cloudshape04_o_50.nif,cloudshape04_o_50
SkyrimCloudShape04_O_25,000272D3,Sky\CloudShape04_O_25.nif,sky/cloudshape04_o_25.nif,cloudshape04_o_25
SkyrimCloudShape04_O,000272DB,Sky\CloudShape04_O.nif,sky/cloudshape04_o.nif,cloudshape04_o
SkyrimCloudShape04_50,000272E5,Sky\CloudShape04_50.nif,sky/cloudshape04_50.nif,cloudshape04_50
SkyrimCloudShape04_25,0002730F,Sky\CloudShape04_25.nif,sky/cloudshape04_25.nif,cloudshape04_25
SkyrimCloudShape04,00027323,Sky\CloudShape04.nif,sky/cloudshape04.nif,cloudshape04
SkyrimCloudShape03_O_50,00027338,Sky\CloudShape03_O_50.nif,sky/cloudshape03_o_50.nif,cloudshape03_o_50
SkyrimCloudShape03_O_25,00027349,Sky\CloudShape03_O_25.nif,sky/cloudshape03_o_25.nif,cloudshape03_o_25
SkyrimCloudShape03_O,0002738B,Sky\CloudShape03_O.nif,sky/cloudshape03_o.nif,cloudshape03_o
SkyrimCloudShape03_50,000273AB,Sky\CloudShape03_50.nif,sky/cloudshape03_50.nif,cloudshape03_50
SkyrimCloudShape03_25,000273AC,Sky\CloudShape03_25.nif,sky/cloudshape03_25.nif,cloudshape03_25
SkyrimCloudShape03,000273B0,Sky\CloudShape03.nif,sky/cloudshape03.nif,cloudshape03
SkyrimCloudShape02_O_50,000273B7,Sky\CloudShape02_O_50.nif,sky/cloudshape02_o_50.nif,cloudshape02_o_50
SkyrimCloudShape02_O_25,000273B8,Sky\CloudShape02_O_25.nif,sky/cloudshape02_o_25.nif,cloudshape02_o_25
SkyrimCloudShape02_O,000273BF,Sky\CloudShape02_O.nif,sky/cloudshape02_o.nif,cloudshape02_o
SkyrimCloudShape02_50,000273C1,Sky\CloudShape02_50.nif,sky/cloudshape02_50.nif,cloudshape02_50
SkyrimCloudShape02_25,000273D4,Sky\CloudShape02_25.nif,sky/cloudshape02_25.nif,cloudshape02_25
SkyrimCloudShape02,000273D9,Sky\CloudShape02.nif,sky/cloudshape02.nif,cloudshape02
SkyrimCloudShape01_O_50,000273DC,Sky\CloudShape01_O_50.nif,sky/cloudshape01_o_50.nif,cloudshape01_o_50
SkyrimCloudShape01_O_25,000273E0,Sky\CloudShape01_O_25.nif,sky/cloudshape01_o_25.nif,cloudshape01_o_25
SkyrimCloudShape01_O,000273E6,Sky\CloudShape01_O.nif,sky/cloudshape01_o.nif,cloudshape01_o
SkyrimCloudShape01_50,000273E8,Sky\CloudShape01_50.nif,sky/cloudshape01_50.nif,cloudshape01_50
SkyrimCloudShape01_25,000273E9,Sky\CloudShape01_25.nif,sky/cloudshape01_25.nif,cloudshape01_25
SkyrimCloudShape01,000273F3,Sky\CloudShape01.nif,sky/cloudshape01.nif,cloudshape01
SkyrimCloudDistant06_O_50,000273F5,Sky\CloudDistant06_O_50.nif,sky/clouddistant06_o_50.nif,clouddistant06_o_50
SkyrimCloudDistant06_O_25,000273FA,Sky\CloudDistant06_O_25.nif,sky/clouddistant06_o_25.nif,clouddistant06_o_25
SkyrimCloudDistant06_O,000273FC,Sky\CloudDistant06_O.nif,sky/clouddistant06_o.nif,clouddistant06_o
SkyrimCloudDistant06_50,00027408,Sky\CloudDistant06_50.nif,sky/clouddistant06_50.nif,clouddistant06_50
SkyrimCloudDistant06_25,0002740C,Sky\CloudDistant06_25.nif,sky/clouddistant06_25.nif,clouddistant06_25
SkyrimCloudDistant05_O_50,0002740F,Sky\CloudDistant05_O_50.nif,sky/clouddistant05_o_50.nif,clouddistant05_o_50
SkyrimCloudDistant05_O_25,00027425,Sky\CloudDistant05_O_25.nif,sky/clouddistant05_o_25.nif,clouddistant05_o_25
SkyrimCloudDistant05_O,00027426,Sky\CloudDistant05_O.nif,sky/clouddistant05_o.nif,clouddistant05_o
SkyrimCloudDistant05_50,00027430,Sky\CloudDistant05_50.nif,sky/clouddistant05_50.nif,clouddistant05_50
SkyrimCloudDistant05_25,00027432,Sky\CloudDistant05_25.nif,sky/clouddistant05_25.nif,clouddistant05_25
SkyrimCloudDistant04_O_50,00027437,Sky\CloudDistant04_O_50.nif,sky/clouddistant04_o_50.nif,clouddistant04_o_50
SkyrimCloudDistant04_O_25,0002743A,Sky\CloudDistant04_O_25.nif,sky/clouddistant04_o_25.nif,clouddistant04_o_25
SkyrimCloudDistant04_O,0002743B,Sky\CloudDistant04_O.nif,sky/clouddistant04_o.nif,clouddistant04_o
SkyrimCloudDistant04_50,00027447,Sky\CloudDistant04_50.nif,sky/clouddistant04_50.nif,clouddistant04_50
SkyrimCloudDistant04_25,0002744C,Sky\CloudDistant04_25.nif,sky/clouddistant04_25.nif,clouddistant04_25
SkyrimCloudDistant03_O_50,0002745A,Sky\CloudDistant03_O_50.nif,sky/clouddistant03_o_50.nif,clouddistant03_o_50
SkyrimCloudDistant03_O_25,0002746E,Sky\CloudDistant03_O_25.nif,sky/clouddistant03_o_25.nif,clouddistant03_o_25
SkyrimCloudDistant03_O,00027472,Sky\CloudDistant03_O.nif,sky/clouddistant03_o.nif,clouddistant03_o
SkyrimCloudDistant03_50,0002747A,Sky\CloudDistant03_50.nif,sky/clouddistant03_50.nif,clouddistant03_50
SkyrimCloudDistant03_25,0002747C,Sky\CloudDistant03_25.nif,sky/clouddistant03_25.nif,clouddistant03_25
SkyrimCloudDistant02_O_50,0002747D,Sky\CloudDistant02_O_50.nif,sky/clouddistant02_o_50.nif,clouddistant02_o_50
SkyrimCloudDistant02_O_25,0002747E,Sky\CloudDistant02_O_25.nif,sky/clouddistant02_o_25.nif,clouddistant02_o_25
SkyrimCloudDistant02_O,00027481,Sky\CloudDistant02_O.nif,sky/clouddistant02_o.nif,clouddistant02_o
SkyrimCloudDistant02_50,00027483,Sky\CloudDistant02_50.nif,sky/clouddistant02_50.nif,clouddistant02_50
SkyrimCloudDistant02_25,00027499,Sky\CloudDistant02_25.nif,sky/clouddistant02_25.nif,clouddistant02_25
SkyrimCloudDistant01_O_25,000274A6,Sky\CloudDistant01_O_25.nif,sky/clouddistant01_o_25.nif,clouddistant01_o_25
SkyrimCloudDistant01_O_50,000274B5,Sky\CloudDistant01_O_50.nif,sky/clouddistant01_o_50.nif,clouddistant01_o_50
SkyrimCloudDistant01_25,000274B7,Sky\CloudDistant01_25.nif,sky/clouddistant01_25.nif,clouddistant01_25
SkyrimCloudDistant01_50,000274B8,Sky\CloudDistant01_50.nif,sky/clouddistant01_50.nif,clouddistant01_50
SkyrimCloudDistant01_O,0002754F,Sky\CloudDistant01_O.nif,sky/clouddistant01_o.nif,clouddistant01_o
MountainCliff04,00027D1D,Landscape\Mountains\MountainCliff04.nif,landscape/mountains/mountaincliff04.nif,mountaincliff04
MountainCliff03,00027D1F,Landscape\Mountains\MountainCliff03.nif,landscape/mountains/mountaincliff03.nif,mountaincliff03
MountainCliff03_LightSN,00027DD9,Landscape\Mountains\MountainCliff03.nif,landscape/mountains/mountaincliff03.nif,mountaincliff03
MountainCliff03_HeavySN,00027DDA,Landscape\Mountains\MountainCliff03.nif,landscape/mountains/mountaincliff03.nif,mountaincliff03
MountainCliff04_LightSN,00027DDB,Landscape\Mountains\MountainCliff04.nif,landscape/mountains/mountaincliff04.nif,mountaincliff04
MountainCliff04_HeavySN,00027DDC,Landscape\Mountains\MountainCliff04.nif,landscape/mountains/mountaincliff04.nif,mountaincliff04
SLgFColSol02,00027EBD,Architecture\Solitude\Interiors\SLgFColSol02.nif,architecture/solitude/interiors/slgfcolsol02.nif,slgfcolsol02
FarmBColumn01,00028215,Architecture\Farmhouse\Interior\Basement\FarmBColumn01.nif,architecture/farmhouse/interior/basement/farmbcolumn01.nif,farmbcolumn01
FarmBCorner01,00028216,Architecture\Farmhouse\Interior\Basement\FarmBCorner01.nif,architecture/farmhouse/interior/basement/farmbcorner01.nif,farmbcorner01
FarmBCorner02,00028217,Architecture\Farmhouse\Interior\Basement\FarmBCorner02.nif,architecture/farmhouse/interior/basement/farmbcorner02.nif,farmbcorner02
FarmBCorner03,00028218,Architecture\Farmhouse\Interior\Basement\FarmBCorner03.nif,architecture/farmhouse/interior/basement/farmbcorner03.nif,farmbcorner03
FarmBCorner04,00028219,Architecture\Farmhouse\Interior\Basement\FarmBCorner04.nif,architecture/farmhouse/interior/basement/farmbcorner04.nif,farmbcorner04
FarmBICorner01,0002821A,Architecture\Farmhouse\Interior\Basement\FarmBICorner01.nif,architecture/farmhouse/interior/basement/farmbicorner01.nif,farmbicorner01
FarmBICorner02,0002821B,Architecture\Farmhouse\Interior\Basement\FarmBICorner02.nif,architecture/farmhouse/interior/basement/farmbicorner02.nif,farmbicorner02
FarmBICorner03,0002821D,Architecture\Farmhouse\Interior\Basement\FarmBICorner03.nif,architecture/farmhouse/interior/basement/farmbicorner03.nif,farmbicorner03
FarmBICorner04,0002821E,Architecture\Farmhouse\Interior\Basement\FarmBICorner04.nif,architecture/farmhouse/interior/basement/farmbicorner04.nif,farmbicorner04
FarmBMiddle01,0002821F,Architecture\Farmhouse\Interior\Basement\FarmBMiddle01.nif,architecture/farmhouse/interior/basement/farmbmiddle01.nif,farmbmiddle01
FarmBMiddle02,00028241,Architecture\Farmhouse\Interior\Basement\FarmBMiddle02.nif,architecture/farmhouse/interior/basement/farmbmiddle02.nif,farmbmiddle02
FarmBWall01,00028332,Architecture\Farmhouse\Interior\Basement\FarmBWall01.nif,architecture/farmhouse/interior/basement/farmbwall01.nif,farmbwall01
FarmBWall02,0002834A,Architecture\Farmhouse\Interior\Basement\FarmBWall02.nif,architecture/farmhouse/interior/basement/farmbwall02.nif,farmbwall02
FarmBWall03,0002834B,Architecture\Farmhouse\Interior\Basement\FarmBWall03.nif,architecture/farmhouse/interior/basement/farmbwall03.nif,farmbwall03
FarmBWall04,0002834C,Architecture\Farmhouse\Interior\Basement\FarmBWall04.nif,architecture/farmhouse/interior/basement/farmbwall04.nif,farmbwall04
DweFurnitureBench01Static,00028395,Furniture\Dwemer\DweFurnitureBench01.nif,furniture/dwemer/dwefurniturebench01.nif,dwefurniturebench01
CaveGHall1Way01cMossTEMP,00028759,Dungeons\Caves\Green\SmallHall\CaveGHall1Way01c.nif,dungeons/caves/green/smallhall/caveghall1way01c.nif,caveghall1way01c
CaveGShaftTop01cMossTEMP,0002875A,Dungeons\Caves\Green\Shafts\CaveGShaftTop01c.nif,dungeons/caves/green/shafts/cavegshafttop01c.nif,cavegshafttop01c
CaveGBalconyShaftBridge01MossTEMP,0002875B,Dungeons\Caves\Green\Balcony\CaveGBalconyShaftBridge01.nif,dungeons/caves/green/balcony/cavegbalconyshaftbridge01.nif,cavegbalconyshaftbridge01
CaveGShaftBottom01MossTEMP,0002875C,Dungeons\Caves\Green\Shafts\CaveGShaftBottom01.nif,dungeons/caves/green/shafts/cavegshaftbottom01.nif,cavegshaftbottom01
CaveGShaftStraight01MossTEMP,0002875D,Dungeons\Caves\Green\Shafts\CaveGShaftStraight01.nif,dungeons/caves/green/shafts/cavegshaftstraight01.nif,cavegshaftstraight01
CaveGRockPileS01SnowTEMP,00028790,Dungeons\Caves\Green\Rocks\CaveGRockPileS01.nif,dungeons/caves/green/rocks/cavegrockpiles01.nif,cavegrockpiles01
CaveGRockS01SnowTEMP,00028791,Dungeons\Caves\Green\Rocks\CaveGRockS01.nif,dungeons/caves/green/rocks/cavegrocks01.nif,cavegrocks01
CaveGECorner01cMossTEMP,00028792,Dungeons\Caves\Green\Epic\CaveGECorner01c.nif,dungeons/caves/green/epic/cavegecorner01c.nif,cavegecorner01c
CaveGLPillar01SnowTEMP,00028793,Dungeons\Caves\Green\Pillars\CaveGLPillar01.nif,dungeons/caves/green/pillars/caveglpillar01.nif,caveglpillar01
Farmhouse02Snow,00028794,Architecture\Farmhouse\Farmhouse02.NIF,architecture/farmhouse/farmhouse02.nif,farmhouse02
CaveGRockL01SnowTEMP,00028795,Dungeons\Caves\Green\Rocks\CaveGRockL01.nif,dungeons/caves/green/rocks/cavegrockl01.nif,cavegrockl01
CaveGHall1Way01MossTEMP,000287A9,Dungeons\Caves\Green\SmallHall\CaveGHall1Way01.nif,dungeons/caves/green/smallhall/caveghall1way01.nif,caveghall1way01
CaveGHallRamp01MossTEMP,000287AA,Dungeons\Caves\Green\SmallHall\CaveGHallRamp01.nif,dungeons/caves/green/smallhall/caveghallramp01.nif,caveghallramp01
CaveGHall1Way01SnowTEMP,000287B5,Dungeons\Caves\Green\SmallHall\CaveGHall1Way01.nif,dungeons/caves/green/smallhall/caveghall1way01.nif,caveghall1way01
